noc,season,year,Bronze,Gold,Silver,Total_Medals,numeric_id
AFG,Summer,2008,1,0,0,2009,4
AFG,Summer,2012,1,0,0,2013,4
AHO,Summer,1988,0,0,1,1989,0
ALG,Summer,1984,2,0,0,1986,0
ALG,Summer,1992,1,1,0,1994,0
ALG,Summer,1996,1,2,0,1999,0
ALG,Summer,2000,3,1,1,2005,0
ALG,Summer,2008,1,0,1,2010,0
ALG,Summer,2012,0,1,0,2013,0
ALG,Summer,2016,0,0,2,2018,0
ANZ,Summer,1908,2,15,2,1927,0
ANZ,Summer,1912,3,5,2,1922,0
ARG,Summer,1924,2,5,3,1934,32
ARG,Summer,1928,5,3,18,1954,32
ARG,Summer,1932,0,3,1,1936,32
ARG,Summer,1936,4,5,2,1947,32
ARG,Summer,1948,1,3,7,1959,32
ARG,Summer,1952,2,2,2,1958,32
ARG,Summer,1956,1,0,1,1958,32
ARG,Summer,1960,1,0,3,1964,32
ARG,Summer,1964,0,0,1,1965,32
ARG,Summer,1968,2,0,0,1970,32
ARG,Summer,1972,0,0,1,1973,32
ARG,Summer,1988,12,0,1,2001,32
ARG,Summer,1992,2,0,0,1994,32
ARG,Summer,1996,1,0,19,2016,32
ARG,Summer,2000,3,0,17,2020,32
ARG,Summer,2004,21,28,0,2053,32
ARG,Summer,2008,31,20,0,2059,32
ARG,Summer,2012,3,1,15,2031,32
ARG,Summer,2016,0,21,1,2038,32
ARM,Summer,1996,0,1,1,1998,51
ARM,Summer,2000,1,0,0,2001,51
ARM,Summer,2008,6,0,0,2014,51
ARM,Summer,2012,2,0,1,2015,51
ARM,Summer,2016,0,1,3,2020,51
AUS,Summer,1896,1,2,0,1899,36
AUS,Summer,1900,3,3,0,1906,36
AUS,Summer,1904,1,0,3,1908,36
AUS,Summer,1906,3,0,0,1909,36
AUS,Summer,1920,1,0,6,1927,36
AUS,Summer,1924,2,3,5,1934,36
AUS,Summer,1928,1,1,2,1932,36
AUS,Summer,1932,1,3,1,1937,36
AUS,Summer,1936,1,0,0,1937,36
AUS,Summer,1948,5,2,9,1964,36
AUS,Summer,1952,11,7,2,1972,36
AUS,Summer,1956,26,28,13,2023,36
AUS,Summer,1960,11,11,24,2006,36
AUS,Summer,1964,30,8,6,2008,36
AUS,Summer,1968,11,5,35,2019,36
AUS,Summer,1972,2,11,7,1992,36
AUS,Summer,1976,8,0,15,1999,36
AUS,Summer,1980,5,6,2,1993,36
AUS,Summer,1984,31,7,14,2036,36
AUS,Summer,1988,11,18,6,2023,36
AUS,Summer,1992,16,14,27,2049,36
AUS,Summer,1996,84,32,16,2128,36
AUS,Summer,2000,54,60,69,2183,36
AUS,Summer,2004,31,49,77,2161,36
AUS,Summer,2008,76,31,42,2157,36
AUS,Summer,2012,59,18,37,2126,36
AUS,Summer,2016,25,23,34,2098,36
AUS,Winter,1924,0,1,0,1925,36
AUS,Winter,1994,4,0,0,1998,36
AUS,Winter,1998,1,0,0,1999,36
AUS,Winter,2002,0,2,0,2004,36
AUS,Winter,2006,1,1,0,2008,36
AUS,Winter,2010,0,2,1,2013,36
AUS,Winter,2014,1,0,2,2017,36
AUT,Summer,1896,2,2,1,1901,40
AUT,Summer,1900,3,0,3,1906,40
AUT,Summer,1904,1,2,1,1908,40
AUT,Summer,1906,3,3,3,1915,40
AUT,Summer,1908,1,0,0,1909,40
AUT,Summer,1912,5,0,9,1926,40
AUT,Summer,1924,1,0,3,1928,40
AUT,Summer,1928,2,3,0,1933,40
AUT,Summer,1932,3,1,1,1937,40
AUT,Summer,1936,7,6,42,1991,40
AUT,Summer,1948,4,2,2,1956,40
AUT,Summer,1952,2,0,1,1955,40
AUT,Summer,1956,4,0,0,1960,40
AUT,Summer,1960,0,1,2,1963,40
AUT,Summer,1968,3,0,2,1973,40
AUT,Summer,1972,2,0,1,1975,40
AUT,Summer,1976,1,0,0,1977,40
AUT,Summer,1980,1,1,3,1985,40
AUT,Summer,1984,1,1,1,1987,40
AUT,Summer,1988,0,1,0,1989,40
AUT,Summer,1992,0,0,6,1998,40
AUT,Summer,1996,2,0,1,1999,40
AUT,Summer,2000,0,3,1,2004,40
AUT,Summer,2004,1,3,4,2012,40
AUT,Summer,2008,2,0,1,2011,40
AUT,Summer,2016,2,0,0,2018,40
AUT,Winter,1924,0,3,1,1928,40
AUT,Winter,1928,2,0,4,1934,40
AUT,Winter,1932,0,1,1,1934,40
AUT,Winter,1936,2,1,2,1941,40
AUT,Winter,1948,4,1,3,1956,40
AUT,Winter,1952,2,2,4,1960,40
AUT,Winter,1956,4,5,3,1968,40
AUT,Winter,1960,3,1,2,1966,40
AUT,Winter,1964,3,5,9,1981,40
AUT,Winter,1968,4,3,8,1983,40
AUT,Winter,1972,2,1,2,1977,40
AUT,Winter,1976,3,2,2,1983,40
AUT,Winter,1980,3,3,2,1988,40
AUT,Winter,1984,1,0,0,1985,40
AUT,Winter,1988,4,3,5,2000,40
AUT,Winter,1992,10,9,10,2021,40
AUT,Winter,1994,7,2,3,2006,40
AUT,Winter,1998,12,3,5,2018,40
AUT,Winter,2002,13,3,4,2022,40
AUT,Winter,2006,7,16,7,2036,40
AUT,Winter,2010,6,11,9,2036,40
AUT,Winter,2014,11,4,12,2041,40
AZE,Summer,1996,0,0,1,1997,31
AZE,Summer,2000,1,2,0,2003,31
AZE,Summer,2004,4,1,0,2009,31
AZE,Summer,2008,4,1,2,2015,31
AZE,Summer,2012,6,2,2,2022,31
AZE,Summer,2016,10,1,7,2034,31
BAH,Summer,1956,2,0,0,1958,0
BAH,Summer,1964,0,2,0,1966,0
BAH,Summer,1992,1,0,0,1993,0
BAH,Summer,1996,0,0,5,2001,0
BAH,Summer,2000,5,6,0,2011,0
BAH,Summer,2004,1,1,0,2006,0
BAH,Summer,2008,1,0,6,2015,0
BAH,Summer,2012,0,4,0,2016,0
BAH,Summer,2016,5,1,0,2022,0
BAR,Summer,2000,1,0,0,2001,0
BDI,Summer,1996,0,1,0,1997,108
BDI,Summer,2016,0,0,1,2017,108
BEL,Summer,1900,13,6,24,1943,56
BEL,Summer,1906,6,2,3,1917,56
BEL,Summer,1908,8,1,24,1941,56
BEL,Summer,1912,11,7,1,1931,56
BEL,Summer,1920,66,57,65,2108,56
BEL,Summer,1924,6,3,30,1963,56
BEL,Summer,1928,4,0,1,1933,56
BEL,Summer,1932,1,0,0,1933,56
BEL,Summer,1936,14,0,0,1950,56
BEL,Summer,1948,8,5,2,1963,56
BEL,Summer,1952,0,5,3,1960,56
BEL,Summer,1956,0,0,2,1958,56
BEL,Summer,1960,2,0,2,1964,56
BEL,Summer,1964,1,2,0,1967,56
BEL,Summer,1968,2,0,1,1971,56
BEL,Summer,1972,0,0,2,1974,56
BEL,Summer,1976,6,0,3,1985,56
BEL,Summer,1980,0,1,0,1981,56
BEL,Summer,1984,2,1,2,1989,56
BEL,Summer,1988,2,0,0,1990,56
BEL,Summer,1992,2,0,1,1995,56
BEL,Summer,1996,2,2,2,2002,56
BEL,Summer,2000,4,0,3,2007,56
BEL,Summer,2004,2,1,0,2007,56
BEL,Summer,2008,0,1,4,2013,56
BEL,Summer,2012,2,0,1,2015,56
BEL,Summer,2016,2,2,17,2037,56
BEL,Winter,1924,5,0,0,1929,56
BEL,Winter,1928,1,0,0,1929,56
BEL,Winter,1948,0,2,4,1954,56
BEL,Winter,1998,1,0,0,1999,56
BER,Summer,1976,1,0,0,1977,0
BLR,Summer,1996,16,1,6,2019,112
BLR,Summer,2000,11,3,8,2022,112
BLR,Summer,2004,8,2,5,2019,112
BLR,Summer,2008,16,8,5,2037,112
BLR,Summer,2012,8,3,12,2035,112
BLR,Summer,2016,7,1,4,2028,112
BLR,Winter,1994,0,0,2,1996,112
BLR,Winter,1998,2,0,0,2000,112
BLR,Winter,2002,1,0,0,2003,112
BLR,Winter,2006,0,0,1,2007,112
BLR,Winter,2010,1,1,1,2013,112
BLR,Winter,2014,1,5,0,2020,112
BOH,Summer,1900,2,0,1,1903,0
BOH,Summer,1906,3,0,0,1909,0
BOH,Summer,1908,6,0,0,1914,0
BOT,Summer,2012,0,0,1,2013,0
BRA,Summer,1920,5,1,1,1927,76
BRA,Summer,1948,10,0,0,1958,76
BRA,Summer,1952,2,1,0,1955,76
BRA,Summer,1956,0,1,0,1957,76
BRA,Summer,1960,13,0,0,1973,76
BRA,Summer,1964,12,0,0,1976,76
BRA,Summer,1968,3,0,1,1972,76
BRA,Summer,1972,2,0,0,1974,76
BRA,Summer,1976,3,0,0,1979,76
BRA,Summer,1980,5,4,0,1989,76
BRA,Summer,1984,2,1,33,2020,76
BRA,Summer,1988,5,1,17,2011,76
BRA,Summer,1992,0,13,1,2006,76
BRA,Summer,1996,43,5,15,2059,76
BRA,Summer,2000,36,0,12,2048,76
BRA,Summer,2004,3,18,19,2044,76
BRA,Summer,2008,30,14,34,2086,76
BRA,Summer,2012,11,14,34,2071,76
BRA,Summer,2016,6,36,8,2066,76
BRN,Summer,2012,1,0,0,2013,96
BRN,Summer,2016,0,1,1,2018,96
BUL,Summer,1952,1,0,0,1953,0
BUL,Summer,1956,14,1,3,1974,0
BUL,Summer,1960,3,1,3,1967,0
BUL,Summer,1964,2,3,5,1974,0
BUL,Summer,1968,3,2,21,1994,0
BUL,Summer,1972,6,6,10,1994,0
BUL,Summer,1976,18,8,13,2015,0
BUL,Summer,1980,38,8,44,2070,0
BUL,Summer,1988,17,10,14,2029,0
BUL,Summer,1992,7,3,7,2009,0
BUL,Summer,1996,6,3,12,2017,0
BUL,Summer,2000,2,5,6,2013,0
BUL,Summer,2004,14,2,1,2021,0
BUL,Summer,2008,3,1,1,2013,0
BUL,Summer,2012,1,0,1,2014,0
BUL,Summer,2016,6,0,1,2023,0
BUL,Winter,1980,1,0,0,1981,0
BUL,Winter,1998,0,1,0,1999,0
BUL,Winter,2002,2,0,1,2005,0
BUL,Winter,2006,0,0,1,2007,0
CAN,Summer,1900,1,1,0,1902,124
CAN,Summer,1904,12,27,9,1952,124
CAN,Summer,1906,0,1,1,1908,124
CAN,Summer,1908,30,14,8,1960,124
CAN,Summer,1912,3,3,2,1920,124
CAN,Summer,1920,3,10,3,1936,124
CAN,Summer,1924,1,0,19,1944,124
CAN,Summer,1928,21,7,5,1961,124
CAN,Summer,1932,24,2,13,1971,124
CAN,Summer,1936,9,1,12,1958,124
CAN,Summer,1948,5,0,2,1955,124
CAN,Summer,1952,0,1,3,1956,124
CAN,Summer,1956,5,5,9,1975,124
CAN,Summer,1960,0,0,9,1969,124
CAN,Summer,1964,1,2,2,1969,124
CAN,Summer,1968,4,3,3,1978,124
CAN,Summer,1972,9,0,2,1983,124
CAN,Summer,1976,14,0,9,1999,124
CAN,Summer,1984,32,19,36,2071,124
CAN,Summer,1988,14,4,5,2011,124
CAN,Summer,1992,12,27,5,2036,124
CAN,Summer,1996,12,8,30,2046,124
CAN,Summer,2000,23,4,4,2031,124
CAN,Summer,2004,4,3,10,2021,124
CAN,Summer,2008,11,11,13,2043,124
CAN,Summer,2012,33,1,21,2067,124
CAN,Summer,2016,61,4,4,2085,124
CAN,Winter,1924,0,9,0,1933,124
CAN,Winter,1928,0,12,0,1940,124
CAN,Winter,1932,5,14,1,1952,124
CAN,Winter,1936,0,0,13,1949,124
CAN,Winter,1948,2,13,0,1963,124
CAN,Winter,1952,1,16,0,1969,124
CAN,Winter,1956,18,0,2,1976,124
CAN,Winter,1960,1,3,17,1981,124
CAN,Winter,1964,1,4,2,1971,124
CAN,Winter,1968,18,1,1,1988,124
CAN,Winter,1972,0,0,1,1973,124
CAN,Winter,1976,1,1,1,1979,124
CAN,Winter,1980,1,0,1,1982,124
CAN,Winter,1984,1,2,1,1988,124
CAN,Winter,1988,4,0,2,1994,124
CAN,Winter,1992,3,5,28,2028,124
CAN,Winter,1994,5,3,29,2031,124
CAN,Winter,1998,7,14,28,2047,124
CAN,Winter,2002,15,52,7,2076,124
CAN,Winter,2006,11,30,28,2075,124
CAN,Winter,2010,8,67,15,2100,124
CAN,Winter,2014,5,59,22,2100,124
CHI,Summer,1928,0,0,1,1929,0
CHI,Summer,1952,0,0,4,1956,0
CHI,Summer,1956,2,0,2,1960,0
CHI,Summer,1988,0,0,1,1989,0
CHI,Summer,2000,17,0,0,2017,0
CHI,Summer,2004,1,3,0,2008,0
CHI,Summer,2008,0,0,1,2009,0
CHN,Summer,1984,37,24,13,2058,156
CHN,Summer,1988,30,6,16,2040,156
CHN,Summer,1992,19,18,45,2074,156
CHN,Summer,1996,17,19,70,2102,156
CHN,Summer,2000,17,39,23,2079,156
CHN,Summer,2004,15,52,27,2098,156
CHN,Summer,2008,57,74,53,2192,156
CHN,Summer,2012,29,56,40,2137,156
CHN,Summer,2016,37,46,30,2129,156
CHN,Winter,1992,0,0,3,1995,156
CHN,Winter,1994,2,0,1,1997,156
CHN,Winter,1998,5,0,9,2012,156
CHN,Winter,2002,9,2,5,2018,156
CHN,Winter,2006,6,2,5,2019,156
CHN,Winter,2010,7,9,3,2029,156
CHN,Winter,2014,5,3,4,2026,156
CIV,Summer,1984,0,0,1,1985,384
CIV,Summer,2016,1,1,0,2018,384
CMR,Summer,1968,0,0,1,1969,120
CMR,Summer,1984,1,0,0,1985,120
CMR,Summer,2000,0,18,0,2018,120
CMR,Summer,2004,0,1,0,2005,120
CMR,Summer,2008,0,1,0,2009,120
COL,Summer,1900,0,0,1,1901,170
COL,Summer,1972,2,0,1,1975,170
COL,Summer,1984,0,0,1,1985,170
COL,Summer,1988,1,0,0,1989,170
COL,Summer,1992,1,0,0,1993,170
COL,Summer,2000,0,1,0,2001,170
COL,Summer,2004,2,0,0,2006,170
COL,Summer,2008,1,0,1,2010,170
COL,Summer,2012,4,1,3,2020,170
COL,Summer,2016,3,3,2,2024,170
CRC,Summer,1988,0,0,1,1989,0
CRC,Summer,1996,0,1,0,1997,0
CRC,Summer,2000,2,0,0,2002,0
CRO,Summer,1992,3,0,12,2007,0
CRO,Summer,1996,0,16,12,2024,0
CRO,Summer,2000,9,1,0,2010,0
CRO,Summer,2004,3,15,3,2025,0
CRO,Summer,2008,3,0,2,2013,0
CRO,Summer,2012,16,15,4,2047,0
CRO,Summer,2016,2,7,15,2040,0
CRO,Winter,2002,0,3,1,2006,0
CRO,Winter,2006,0,1,2,2009,0
CRO,Winter,2010,1,0,2,2013,0
CRO,Winter,2014,0,0,1,2015,0
CUB,Summer,1900,0,1,1,1902,192
CUB,Summer,1904,0,5,0,1909,192
CUB,Summer,1948,0,0,2,1950,192
CUB,Summer,1964,0,0,1,1965,192
CUB,Summer,1968,0,0,10,1978,192
CUB,Summer,1972,18,3,1,1994,192
CUB,Summer,1976,14,6,4,2000,192
CUB,Summer,1980,5,8,7,2000,192
CUB,Summer,1992,14,42,13,2061,192
CUB,Summer,1996,10,37,8,2051,192
CUB,Summer,2000,12,18,35,2065,192
CUB,Summer,2004,22,32,8,2066,192
CUB,Summer,2008,11,2,34,2055,192
CUB,Summer,2012,6,5,3,2026,192
CUB,Summer,2016,4,5,2,2027,192
CYP,Summer,2012,0,0,1,2013,196
CZE,Summer,1996,4,4,5,2009,203
CZE,Summer,2000,4,2,3,2009,203
CZE,Summer,2004,6,1,6,2017,203
CZE,Summer,2008,0,3,4,2015,203
CZE,Summer,2012,6,4,4,2026,203
CZE,Summer,2016,12,1,2,2031,203
CZE,Winter,1998,1,21,1,2021,203
CZE,Winter,2002,0,1,2,2005,203
CZE,Winter,2006,24,1,2,2033,203
CZE,Winter,2010,7,2,0,2019,203
CZE,Winter,2014,2,2,7,2025,203
DEN,Summer,1896,3,1,2,1902,0
DEN,Summer,1900,2,4,3,1909,0
DEN,Summer,1906,1,14,19,1940,0
DEN,Summer,1908,3,0,14,1925,0
DEN,Summer,1912,33,5,49,1999,0
DEN,Summer,1920,1,26,44,1991,0
DEN,Summer,1924,3,2,9,1938,0
DEN,Summer,1928,4,6,5,1943,0
DEN,Summer,1932,4,0,7,1943,0
DEN,Summer,1936,3,0,3,1942,0
DEN,Summer,1948,27,7,17,1999,0
DEN,Summer,1952,5,3,1,1961,0
DEN,Summer,1956,1,1,4,1962,0
DEN,Summer,1960,4,2,17,1983,0
DEN,Summer,1964,4,7,1,1976,0
DEN,Summer,1968,6,5,6,1985,0
DEN,Summer,1972,0,1,0,1973,0
DEN,Summer,1976,5,3,0,1984,0
