noc,season,year,Bronze,Gold,Silver,Total_Medals,numeric_id
MEX,Summer,2008,2,2,0,2012,484
MEX,Summer,2012,3,16,5,2036,484
MEX,Summer,2016,2,0,3,2021,484
MGL,Summer,1968,3,0,1,1972,0
MGL,Summer,1972,0,0,1,1973,0
MGL,Summer,1976,0,0,1,1977,0
MGL,Summer,1980,2,0,2,1984,0
MGL,Summer,1988,1,0,0,1989,0
MGL,Summer,1992,2,0,0,1994,0
MGL,Summer,1996,1,0,0,1997,0
MGL,Summer,2004,1,0,0,2005,0
MGL,Summer,2008,0,2,2,2012,0
MGL,Summer,2012,3,0,2,2017,0
MGL,Summer,2016,1,0,1,2018,0
MKD,Summer,2000,1,0,0,2001,807
MNE,Summer,2012,0,0,14,2026,499
MON,Summer,1924,1,0,0,1925,0
MOZ,Summer,1996,1,0,0,1997,508
MOZ,Summer,2000,0,1,0,2001,508
MRI,Summer,2008,1,0,0,2009,0
NAM,Summer,1992,0,0,2,1994,516
NAM,Summer,1996,0,0,2,1998,516
NED,Summer,1900,16,3,8,1927,0
NED,Summer,1906,5,0,1,1912,0
NED,Summer,1908,16,0,0,1924,0
NED,Summer,1912,26,0,0,1938,0
NED,Summer,1920,25,15,10,1970,0
NED,Summer,1924,18,8,1,1951,0
NED,Summer,1928,8,20,29,1985,0
NED,Summer,1932,1,2,10,1945,0
NED,Summer,1936,21,9,7,1973,0
NED,Summer,1948,32,8,2,1990,0
NED,Summer,1952,0,0,18,1970,0
NED,Summer,1960,2,0,1,1963,0
NED,Summer,1964,16,5,10,1995,0
NED,Summer,1968,1,6,7,1982,0
NED,Summer,1972,2,3,1,1978,0
NED,Summer,1976,12,0,2,1990,0
NED,Summer,1980,5,0,1,1986,0
NED,Summer,1984,14,20,7,2025,0
NED,Summer,1988,36,3,6,2033,0
NED,Summer,1992,8,5,20,2025,0
NED,Summer,1996,26,38,9,2069,0
NED,Summer,2000,23,27,29,2079,0
NED,Summer,2004,22,4,51,2081,0
NED,Summer,2008,4,39,18,2069,0
NED,Summer,2012,19,21,29,2081,0
NED,Summer,2016,13,9,25,2063,0
NED,Winter,1952,0,0,3,1955,0
NED,Winter,1960,1,0,1,1962,0
NED,Winter,1964,0,1,1,1966,0
NED,Winter,1968,3,3,3,1977,0
NED,Winter,1972,2,4,3,1981,0
NED,Winter,1976,3,1,2,1982,0
NED,Winter,1980,1,1,2,1984,0
NED,Winter,1988,2,3,2,1995,0
NED,Winter,1992,2,1,1,1996,0
NED,Winter,1994,3,0,1,1998,0
NED,Winter,1998,2,5,4,2009,0
NED,Winter,2002,0,3,5,2010,0
NED,Winter,2006,8,3,2,2019,0
NED,Winter,2010,6,4,1,2021,0
NED,Winter,2014,9,13,7,2043,0
NEP,Winter,1924,0,1,0,1925,0
NGR,Summer,1964,1,0,0,1965,0
NGR,Summer,1972,1,0,0,1973,0
NGR,Summer,1984,4,0,1,1989,0
NGR,Summer,1992,4,0,7,2003,0
NGR,Summer,1996,3,17,4,2020,0
NGR,Summer,2000,0,6,2,2008,0
NGR,Summer,2004,8,0,0,2012,0
NGR,Summer,2008,7,0,16,2031,0
NGR,Summer,2016,18,0,0,2034,0
NIG,Summer,1972,1,0,0,1973,0
NIG,Summer,2016,0,0,1,2017,0
NOR,Summer,1900,3,0,6,1909,578
NOR,Summer,1904,0,2,0,1906,578
NOR,Summer,1906,0,20,5,1931,578
NOR,Summer,1908,3,7,32,1950,578
NOR,Summer,1912,34,40,6,1992,578
NOR,Summer,1920,27,58,52,2057,578
NOR,Summer,1924,3,14,5,1946,578
NOR,Summer,1928,1,4,4,1937,578
NOR,Summer,1936,15,1,12,1964,578
NOR,Summer,1948,11,3,4,1966,578
NOR,Summer,1952,0,5,8,1965,578
NOR,Summer,1956,2,1,0,1959,578
NOR,Summer,1960,0,2,0,1962,578
NOR,Summer,1968,0,4,2,1974,578
NOR,Summer,1972,4,2,2,1980,578
NOR,Summer,1976,0,2,4,1982,578
NOR,Summer,1984,3,0,1,1988,578
NOR,Summer,1988,0,2,20,2010,578
NOR,Summer,1992,1,2,20,2015,578
NOR,Summer,1996,18,2,3,2019,578
NOR,Summer,2000,19,20,4,2043,578
NOR,Summer,2004,2,5,0,2011,578
NOR,Summer,2008,1,16,5,2030,578
NOR,Summer,2012,1,15,1,2029,578
NOR,Summer,2016,19,0,0,2035,578
NOR,Winter,1924,6,4,7,1941,578
NOR,Winter,1928,5,6,4,1943,578
NOR,Winter,1932,3,3,4,1942,578
NOR,Winter,1936,3,7,8,1954,578
NOR,Winter,1948,6,4,3,1961,578
NOR,Winter,1952,6,7,6,1971,578
NOR,Winter,1956,1,2,1,1960,578
NOR,Winter,1960,0,3,6,1969,578
NOR,Winter,1964,6,3,6,1979,578
NOR,Winter,1968,2,11,9,1990,578
NOR,Winter,1972,7,2,8,1989,578
NOR,Winter,1976,1,3,6,1986,578
NOR,Winter,1980,9,1,5,1995,578
NOR,Winter,1984,4,6,5,1999,578
NOR,Winter,1988,5,0,6,1999,578
NOR,Winter,1992,5,9,10,2016,578
NOR,Winter,1994,5,8,17,2024,578
NOR,Winter,1998,12,13,15,2038,578
NOR,Winter,2002,7,23,11,2043,578
NOR,Winter,2006,12,2,9,2029,578
NOR,Winter,2010,9,16,14,2049,578
NOR,Winter,2014,13,18,5,2050,578
NZL,Summer,1900,0,1,0,1901,554
NZL,Summer,1920,1,0,0,1921,554
NZL,Summer,1924,1,0,0,1925,554
NZL,Summer,1928,0,1,0,1929,554
NZL,Summer,1932,0,0,2,1934,554
NZL,Summer,1936,0,1,0,1937,554
NZL,Summer,1952,2,1,0,1955,554
NZL,Summer,1956,0,3,0,1959,554
NZL,Summer,1960,1,2,0,1963,554
NZL,Summer,1964,2,4,0,1970,554
NZL,Summer,1968,2,5,0,1975,554
NZL,Summer,1972,1,9,4,1986,554
NZL,Summer,1976,9,15,1,2001,554
NZL,Summer,1984,6,16,1,2007,554
NZL,Summer,1988,16,4,4,2012,554
NZL,Summer,1992,5,1,9,2007,554
NZL,Summer,1996,4,3,2,2005,554
NZL,Summer,2000,3,1,0,2004,554
NZL,Summer,2004,0,4,2,2010,554
NZL,Summer,2008,9,4,2,2023,554
NZL,Summer,2012,15,9,3,2039,554
NZL,Summer,2016,5,6,25,2052,554
NZL,Winter,1992,0,0,1,1993,554
PAK,Summer,1956,0,0,14,1970,586
PAK,Summer,1960,1,13,0,1974,586
PAK,Summer,1964,0,0,16,1980,586
PAK,Summer,1968,0,13,0,1981,586
PAK,Summer,1972,0,0,15,1987,586
PAK,Summer,1976,16,0,0,1992,586
PAK,Summer,1984,0,16,0,2000,586
PAK,Summer,1988,1,0,0,1989,586
PAK,Summer,1992,16,0,0,2008,586
PAN,Summer,1948,2,0,0,1950,591
PAN,Summer,2008,0,1,0,2009,591
PAR,Summer,2004,0,0,17,2021,0
PER,Summer,1948,0,1,0,1949,604
PER,Summer,1984,0,0,1,1985,604
PER,Summer,1988,0,0,12,2000,604
PER,Summer,1992,0,0,1,1993,604
PHI,Summer,1928,1,0,0,1929,0
PHI,Summer,1932,3,0,0,1935,0
PHI,Summer,1936,1,0,0,1937,0
PHI,Summer,1964,0,0,1,1965,0
PHI,Summer,1988,1,0,0,1989,0
PHI,Summer,1992,1,0,0,1993,0
PHI,Summer,1996,0,0,1,1997,0
PHI,Summer,2016,0,0,1,2017,0
POL,Summer,1924,1,0,4,1929,616
POL,Summer,1928,15,2,3,1948,616
POL,Summer,1932,14,3,4,1953,616
POL,Summer,1936,6,0,6,1948,616
POL,Summer,1948,1,1,0,1950,616
POL,Summer,1952,1,1,2,1956,616
POL,Summer,1956,9,1,9,1975,616
POL,Summer,1960,15,4,11,1990,616
POL,Summer,1964,23,10,13,2010,616
POL,Summer,1968,30,5,2,2005,616
POL,Summer,1972,11,27,8,2018,616
POL,Summer,1976,26,18,29,2049,616
POL,Summer,1980,22,3,25,2030,616
POL,Summer,1988,10,2,9,2009,616
POL,Summer,1992,19,5,22,2038,616
POL,Summer,1996,7,7,8,2018,616
POL,Summer,2000,7,7,10,2024,616
POL,Summer,2004,6,4,2,2016,616
POL,Summer,2008,1,6,13,2028,616
POL,Summer,2012,8,2,2,2024,616
POL,Summer,2016,10,3,3,2032,616
POL,Winter,1956,1,0,0,1957,616
POL,Winter,1960,1,0,1,1962,616
POL,Winter,1972,0,1,0,1973,616
POL,Winter,2002,1,0,1,2004,616
POL,Winter,2006,1,0,1,2008,616
POL,Winter,2010,4,1,3,2018,616
POL,Winter,2014,3,4,4,2025,616
POR,Summer,1924,4,0,0,1928,0
POR,Summer,1928,6,0,0,1934,0
POR,Summer,1936,3,0,0,1939,0
POR,Summer,1948,3,0,2,1953,0
POR,Summer,1952,2,0,0,1954,0
POR,Summer,1960,0,0,2,1962,0
POR,Summer,1976,0,0,2,1978,0
POR,Summer,1984,2,1,0,1987,0
POR,Summer,1988,0,1,0,1989,0
POR,Summer,1996,2,1,0,1999,0
POR,Summer,2000,2,0,0,2002,0
POR,Summer,2004,1,0,2,2007,0
POR,Summer,2008,0,1,1,2010,0
POR,Summer,2012,0,0,2,2014,0
POR,Summer,2016,1,0,0,2017,0
PRK,Summer,1972,13,1,1,1987,408
PRK,Summer,1976,0,1,1,1978,408
PRK,Summer,1980,2,0,3,1985,408
PRK,Summer,1992,6,4,0,2002,408
PRK,Summer,1996,2,2,1,2001,408
PRK,Summer,2000,3,0,1,2004,408
PRK,Summer,2004,1,0,4,2009,408
PRK,Summer,2008,3,2,1,2014,408
PRK,Summer,2012,2,4,0,2018,408
PRK,Summer,2016,2,2,3,2023,408
PRK,Winter,1964,0,0,1,1965,408
PRK,Winter,1992,1,0,0,1993,408
PUR,Summer,1948,1,0,0,1949,0
PUR,Summer,1976,1,0,0,1977,0
PUR,Summer,1984,1,0,1,1986,0
PUR,Summer,1992,1,0,0,1993,0
PUR,Summer,1996,1,0,0,1997,0
PUR,Summer,2012,1,0,1,2014,0
PUR,Summer,2016,0,1,0,2017,0
QAT,Summer,1992,1,0,0,1993,634
QAT,Summer,2000,1,0,0,2001,634
QAT,Summer,2012,2,0,0,2014,634
QAT,Summer,2016,0,0,1,2017,634
ROU,Summer,1924,16,0,0,1940,642
ROU,Summer,1936,0,0,1,1937,642
ROU,Summer,1952,2,1,1,1956,642
ROU,Summer,1956,10,6,3,1975,642
ROU,Summer,1960,11,3,1,1975,642
ROU,Summer,1964,10,2,4,1980,642
ROU,Summer,1968,9,5,9,1991,642
ROU,Summer,1972,27,3,10,2012,642
ROU,Summer,1976,23,4,28,2031,642
ROU,Summer,1980,46,7,15,2048,642
ROU,Summer,1984,35,40,31,2090,642
ROU,Summer,1988,16,8,34,2046,642
ROU,Summer,1992,14,8,31,2045,642
ROU,Summer,1996,15,13,10,2034,642
ROU,Summer,2000,13,27,6,2046,642
ROU,Summer,2004,11,23,5,2043,642
ROU,Summer,2008,16,5,1,2030,642
ROU,Summer,2012,6,2,8,2028,642
ROU,Summer,2016,10,4,2,2032,642
ROU,Winter,1968,2,0,0,1970,642
RSA,Summer,1908,0,1,1,1910,0
RSA,Summer,1912,0,5,2,1919,0
RSA,Summer,1920,6,3,12,1941,0
RSA,Summer,1924,1,1,1,1927,0
RSA,Summer,1928,5,1,0,1934,0
RSA,Summer,1932,3,2,0,1937,0
RSA,Summer,1936,0,0,1,1937,0
RSA,Summer,1948,2,2,2,1954,0
RSA,Summer,1952,4,2,8,1966,0
RSA,Summer,1956,7,0,0,1963,0
RSA,Summer,1960,2,0,1,1963,0
RSA,Summer,1992,0,0,3,1995,0
RSA,Summer,1996,1,3,1,2001,0
RSA,Summer,2000,3,0,2,2005,0
RSA,Summer,2004,3,4,3,2014,0
RSA,Summer,2008,0,0,1,2009,0
RSA,Summer,2012,1,6,2,2021,0
RSA,Summer,2016,14,2,7,2039,0
RUS,Summer,1908,0,1,2,1911,643
RUS,Summer,1912,9,0,5,1926,643
RUS,Summer,1996,34,36,45,2111,643
RUS,Summer,2000,54,66,67,2187,643
RUS,Summer,2004,95,48,46,2193,643
RUS,Summer,2008,53,43,46,2150,643
RUS,Summer,2012,51,50,39,2152,643
RUS,Summer,2016,35,52,28,2131,643
RUS,Winter,1994,4,19,13,2030,643
RUS,Winter,1998,6,14,32,2050,643
RUS,Winter,2002,27,6,5,2040,643
RUS,Winter,2006,13,16,12,2047,643
RUS,Winter,2010,14,6,5,2035,643
RUS,Winter,2014,13,33,22,2082,643
SCG,Summer,1996,13,1,12,2022,0
SCG,Summer,2000,13,11,1,2025,0
SCG,Summer,2004,0,0,13,2017,0
SEN,Summer,1988,0,0,1,1989,686
SGP,Summer,1960,0,0,1,1961,0
SGP,Summer,2008,0,0,3,2011,0
SGP,Summer,2012,4,0,0,2016,0
SGP,Summer,2016,0,1,0,2017,0
SLO,Summer,1992,6,0,0,1998,0
SLO,Summer,1996,0,0,2,1998,0
SLO,Summer,2000,0,3,0,2003,0
SLO,Summer,2004,3,0,2,2009,0
SLO,Summer,2008,2,1,2,2013,0
SLO,Summer,2012,3,1,1,2017,0
SLO,Summer,2016,1,1,2,2020,0
SLO,Winter,1994,3,0,0,1997,0
SLO,Winter,2002,4,0,0,2006,0
SLO,Winter,2010,1,0,2,2013,0
SLO,Winter,2014,4,2,2,2022,0
SRB,Summer,2008,14,0,1,2023,688
SRB,Summer,2012,14,1,1,2028,688
SRB,Summer,2016,13,14,27,2070,688
SRI,Summer,1948,0,0,1,1949,0
SRI,Summer,2000,0,0,1,2001,0
SUD,Summer,2008,0,0,1,2009,0
SUI,Summer,1896,0,1,2,1899,0
SUI,Summer,1900,1,16,4,1921,0
SUI,Summer,1904,2,1,0,1907,0
SUI,Summer,1906,1,8,3,1918,0
SUI,Summer,1912,0,2,0,1914,0
SUI,Summer,1920,21,6,2,1949,0
SUI,Summer,1924,21,14,25,1984,0
SUI,Summer,1928,4,16,10,1958,0
SUI,Summer,1932,0,0,1,1933,0
SUI,Summer,1936,24,5,23,1988,0
SUI,Summer,1948,6,5,25,1984,0
SUI,Summer,1952,12,2,19,1985,0
SUI,Summer,1956,3,0,0,1959,0
SUI,Summer,1960,6,0,6,1972,0
SUI,Summer,1964,1,1,4,1970,0
SUI,Summer,1968,10,0,3,1981,0
SUI,Summer,1972,0,0,8,1980,0
SUI,Summer,1976,6,1,3,1986,0
SUI,Summer,1980,0,2,0,1982,0
SUI,Summer,1984,4,0,9,1997,0
SUI,Summer,1988,2,0,6,1996,0
SUI,Summer,1992,0,1,0,1993,0
SUI,Summer,1996,0,5,6,2007,0
SUI,Summer,2000,2,1,11,2014,0
SUI,Summer,2004,4,1,2,2011,0
SUI,Summer,2008,7,3,1,2019,0
SUI,Summer,2012,0,2,2,2016,0
SUI,Summer,2016,2,6,3,2027,0
SUI,Winter,1924,1,8,0,1933,0
SUI,Winter,1928,12,0,0,1940,0
SUI,Winter,1932,0,0,2,1934,0
SUI,Winter,1936,0,4,6,1946,0
SUI,Winter,1948,19,4,5,1976,0
SUI,Winter,1952,6,0,0,1958,0
SUI,Winter,1956,2,6,2,1966,0
SUI,Winter,1960,0,2,0,1962,0
SUI,Winter,1968,7,0,2,1977,0
SUI,Winter,1972,7,7,3,1989,0
SUI,Winter,1976,2,1,6,1985,0
SUI,Winter,1980,3,2,4,1989,0
SUI,Winter,1984,4,2,2,1992,0
SUI,Winter,1988,5,8,7,2008,0
SUI,Winter,1992,5,2,0,1999,0
SUI,Winter,1994,4,4,8,2010,0
SUI,Winter,1998,3,6,5,2012,0
SUI,Winter,2002,14,3,7,2026,0
SUI,Winter,2006,9,5,7,2027,0
SUI,Winter,2010,6,6,0,2022,0
SUI,Winter,2014,20,6,4,2044,0
SUR,Summer,1988,0,1,0,1989,740
SUR,Summer,1992,1,0,0,1993,740
SVK,Summer,1996,1,1,1,1999,703
SVK,Summer,2000,1,2,3,2006,703
SVK,Summer,2004,5,3,2,2014,703
SVK,Summer,2008,1,4,5,2018,703
SVK,Summer,2012,4,0,1,2017,703
SVK,Summer,2016,0,3,5,2024,703
SVK,Winter,2006,0,0,1,2007,703
SVK,Winter,2010,1,1,1,2013,703
SVK,Winter,2014,0,1,0,2015,703
SWE,Summer,1900,1,3,0,1904,752
SWE,Summer,1906,14,2,5,1927,752
SWE,Summer,1908,18,48,18,1992,752
SWE,Summer,1912,25,103,62,2102,752
SWE,Summer,1920,64,52,38,2074,752
SWE,Summer,1924,43,7,22,1996,752
SWE,Summer,1928,22,7,8,1965,752
SWE,Summer,1932,12,13,7,1964,752
SWE,Summer,1936,17,7,11,1971,752
SWE,Summer,1948,30,30,15,2023,752
SWE,Summer,1952,23,23,24,2022,752
SWE,Summer,1956,6,14,14,1990,752
SWE,Summer,1960,3,2,2,1967,752
SWE,Summer,1964,8,3,4,1979,752
SWE,Summer,1968,1,4,4,1977,752
SWE,Summer,1972,8,4,10,1994,752
SWE,Summer,1976,0,9,1,1986,752
SWE,Summer,1980,9,3,8,2000,752
SWE,Summer,1984,13,3,18,2018,752
SWE,Summer,1988,11,0,5,2004,752
SWE,Summer,1992,7,1,27,2027,752
SWE,Summer,1996,5,3,23,2027,752
SWE,Summer,2000,8,4,20,2032,752
SWE,Summer,2004,2,5,5,2016,752
SWE,Summer,2008,2,0,5,2015,752
SWE,Summer,2012,3,2,17,2034,752
SWE,Summer,2016,3,2,23,2044,752
SWE,Winter,1924,0,1,8,1933,752
SWE,Winter,1928,1,2,13,1944,752
SWE,Winter,1932,0,1,2,1935,752
SWE,Winter,1936,6,2,2,1946,752
SWE,Winter,1948,3,7,3,1961,752
SWE,Winter,1952,23,0,0,1975,752
SWE,Winter,1956,9,2,4,1971,752
SWE,Winter,1960,2,5,2,1969,752
SWE,Winter,1964,1,6,21,1992,752
SWE,Winter,1968,6,3,7,1984,752
SWE,Winter,1972,2,1,1,1976,752
SWE,Winter,1976,2,0,0,1978,752
SWE,Winter,1980,20,3,0,2003,752
SWE,Winter,1984,21,7,2,2014,752
SWE,Winter,1988,23,7,0,2018,752
SWE,Winter,1992,6,1,0,1999,752
SWE,Winter,1994,0,23,1,2018,752
SWE,Winter,1998,5,0,2,2005,752
SWE,Winter,2002,24,0,2,2028,752
SWE,Winter,2006,8,35,21,2070,752
SWE,Winter,2010,4,11,3,2028,752
SWE,Winter,2014,11,8,32,2065,752
SYR,Summer,1984,0,0,1,1985,760
SYR,Summer,1996,0,1,0,1997,760
SYR,Summer,2004,1,0,0,2005,760
TAN,Summer,1980,0,0,2,1982,0
TCH,Summer,1920,10,0,0,1930,0
TCH,Summer,1924,5,1,4,1934,0
TCH,Summer,1928,2,2,12,1944,0
TCH,Summer,1932,2,1,3,1938,0
TCH,Summer,1936,1,5,12,1954,0
TCH,Summer,1948,3,14,3,1968,0
TCH,Summer,1952,10,11,4,1977,0
TCH,Summer,1956,1,1,5,1963,0
TCH,Summer,1960,11,4,7,1982,0
TCH,Summer,1964,12,5,37,2018,0
TCH,Summer,1968,15,7,7,1997,0
TCH,Summer,1972,6,2,21,2001,0
TCH,Summer,1976,9,2,4,1991,0
TCH,Summer,1980,16,17,18,2031,0
TCH,Summer,1988,3,3,4,1998,0
TCH,Summer,1992,1,4,3,2000,0
TCH,Winter,1928,1,0,0,1929,0
TCH,Winter,1948,0,0,17,1965,0
TCH,Winter,1960,0,0,1,1961,0
TCH,Winter,1964,17,0,0,1981,0
TCH,Winter,1968,1,1,19,1989,0
TCH,Winter,1972,19,1,0,1992,0
TCH,Winter,1976,0,0,19,1995,0
TCH,Winter,1980,1,0,0,1981,0
TCH,Winter,1984,4,0,24,2012,0
TCH,Winter,1988,5,0,1,1994,0
TCH,Winter,1992,27,0,0,2019,0
TGA,Summer,1996,0,0,1,1997,0
THA,Summer,1976,1,0,0,1977,764
THA,Summer,1984,0,0,1,1985,764
THA,Summer,1988,1,0,0,1989,764
THA,Summer,1992,1,0,0,1993,764
THA,Summer,1996,1,1,0,1998,764
THA,Summer,2000,2,1,0,2003,764
THA,Summer,2004,4,3,1,2012,764
THA,Summer,2008,0,2,2,2012,764
THA,Summer,2012,1,0,2,2015,764
THA,Summer,2016,2,2,2,2022,764
TJK,Summer,2008,1,0,1,2010,762
TJK,Summer,2012,1,0,0,2013,762
TJK,Summer,2016,0,1,0,2017,762
TOG,Summer,2008,1,0,0,2009,0
TPE,Summer,1960,0,0,1,1961,0
TPE,Summer,1968,1,0,0,1969,0
TPE,Summer,1984,1,0,0,1985,0
TPE,Summer,1992,0,0,20,2012,0
TPE,Summer,1996,0,0,1,1997,0
TPE,Summer,2000,4,0,1,2005,0
TPE,Summer,2004,3,2,4,2013,0
TPE,Summer,2008,4,0,0,2012,0
TPE,Summer,2012,1,0,1,2014,0
TPE,Summer,2016,4,1,0,2021,0
TTO,Summer,1948,0,0,1,1949,780
TTO,Summer,1952,2,0,0,1954,780
TTO,Summer,1964,5,0,1,1970,780
TTO,Summer,1976,0,1,0,1977,780
TTO,Summer,1996,2,0,0,1998,780
TTO,Summer,2000,1,0,1,2002,780
TTO,Summer,2004,1,0,0,2005,780
TTO,Summer,2008,0,5,1,2014,780
TTO,Summer,2012,5,1,4,2022,780
TTO,Summer,2016,1,0,0,2017,780
TUN,Summer,1964,1,0,1,1966,788
TUN,Summer,1968,1,1,0,1970,788
TUN,Summer,1972,0,0,1,1973,788
TUN,Summer,1996,1,0,0,1997,788
TUN,Summer,2008,0,1,0,2009,788
TUN,Summer,2012,1,1,1,2015,788
TUN,Summer,2016,3,0,0,2019,788
TUR,Summer,1936,1,1,0,1938,792
TUR,Summer,1948,2,6,4,1960,792
TUR,Summer,1952,1,2,0,1955,792
TUR,Summer,1956,2,3,2,1963,792
TUR,Summer,1960,0,7,2,1969,792
TUR,Summer,1964,1,2,3,1970,792
TUR,Summer,1968,0,2,0,1970,792
TUR,Summer,1972,0,0,1,1973,792
TUR,Summer,1984,3,0,0,1987,792
TUR,Summer,1988,0,1,1,1990,792
TUR,Summer,1992,2,2,2,1998,792
TUR,Summer,1996,1,4,1,2002,792
TUR,Summer,2000,2,3,0,2005,792
TUR,Summer,2004,5,3,3,2015,792
TUR,Summer,2008,3,1,3,2015,792
TUR,Summer,2012,1,2,2,2017,792
TUR,Summer,2016,4,1,3,2024,792
UAE,Summer,2004,0,1,0,2005,0
UAE,Summer,2016,1,0,0,2017,0
UAR,Summer,1960,1,0,1,1962,0
UGA,Summer,1968,1,0,1,1970,800
UGA,Summer,1972,0,1,1,1974,800
UGA,Summer,1980,0,0,1,1981,800
UGA,Summer,1996,1,0,0,1997,800
UGA,Summer,2012,0,1,0,2013,800
UKR,Summer,1996,19,10,5,2030,804
UKR,Summer,2000,12,3,20,2035,804
UKR,Summer,2004,31,8,8,2051,804
UKR,Summer,2008,16,10,5,2039,804
UKR,Summer,2012,12,9,5,2038,804
UKR,Summer,2016,5,2,8,2031,804
UKR,Winter,1994,1,1,0,1996,804
UKR,Winter,1998,0,0,1,1999,804
UKR,Winter,2006,3,0,0,2009,804
UKR,Winter,2014,1,4,0,2019,804
URS,Summer,1952,19,36,62,2069,0
URS,Summer,1956,55,68,46,2125,0
URS,Summer,1960,45,61,63,2129,0
URS,Summer,1964,51,60,63,2138,0
URS,Summer,1968,64,65,63,2160,0
URS,Summer,1972,60,107,47,2186,0
URS,Summer,1976,77,114,95,2262,0
URS,Summer,1980,126,187,129,2422,0
URS,Summer,1988,99,134,67,2288,0
URS,Winter,1956,6,26,5,1993,0
URS,Winter,1960,28,7,7,2002,0
URS,Winter,1964,9,30,8,2011,0
URS,Winter,1968,5,26,6,2005,0
URS,Winter,1972,3,36,6,2017,0
URS,Winter,1976,11,38,7,2032,0
URS,Winter,1980,7,18,29,2034,0
URS,Winter,1984,12,29,15,2040,0
URS,Winter,1988,12,40,14,2054,0
URU,Summer,1924,0,14,0,1938,0
URU,Summer,1928,0,17,0,1945,0
URU,Summer,1932,1,0,0,1933,0
URU,Summer,1948,2,0,1,1951,0
URU,Summer,1952,14,0,0,1966,0
URU,Summer,1956,12,0,0,1968,0
URU,Summer,1964,1,0,0,1965,0
URU,Summer,2000,0,0,1,2001,0
USA,Summer,1896,2,11,7,1916,840
USA,Summer,1900,17,30,16,1963,840
USA,Summer,1904,125,128,141,2298,840
USA,Summer,1906,6,12,6,1930,840
USA,Summer,1908,15,34,16,1973,840
USA,Summer,1912,36,46,25,2019,840
USA,Summer,1920,38,111,45,2114,840
USA,Summer,1924,49,97,36,2106,840
USA,Summer,1928,17,47,24,2016,840
USA,Summer,1932,61,81,47,2121,840
USA,Summer,1936,16,51,29,2032,840
USA,Summer,1948,35,87,30,2100,840
USA,Summer,1952,28,83,23,2086,840
USA,Summer,1956,20,61,42,2079,840
USA,Summer,1960,21,81,23,2085,840
USA,Summer,1964,37,95,37,2133,840
USA,Summer,1968,35,99,32,2134,840
USA,Summer,1972,43,69,59,2143,840
USA,Summer,1976,36,70,58,2140,840
USA,Summer,1984,50,186,116,2336,840
USA,Summer,1988,54,87,66,2195,840
USA,Summer,1992,85,89,50,2216,840
USA,Summer,1996,52,159,48,2255,840
USA,Summer,2000,51,130,61,2242,840
USA,Summer,2004,71,117,75,2267,840
USA,Summer,2008,80,127,110,2325,840
USA,Summer,2012,46,145,57,2260,840
USA,Summer,2016,71,139,54,2280,840
USA,Winter,1924,1,1,10,1936,840
USA,Winter,1928,2,6,6,1942,840
USA,Winter,1932,3,10,21,1966,840
USA,Winter,1936,14,2,0,1952,840
USA,Winter,1948,6,6,4,1964,840
USA,Winter,1952,1,4,25,1982,840
USA,Winter,1956,5,2,19,1982,840
USA,Winter,1960,4,19,4,1987,840
USA,Winter,1964,5,1,2,1972,840
USA,Winter,1968,1,1,5,1975,840
USA,Winter,1972,3,3,18,1996,840
USA,Winter,1976,5,3,3,1987,840
USA,Winter,1980,2,24,4,2010,840
USA,Winter,1984,0,4,5,1993,840
USA,Winter,1988,4,2,1,1995,840
USA,Winter,1992,2,5,7,2006,840
USA,Winter,1994,5,6,8,2013,840
USA,Winter,1998,5,25,4,2032,840
USA,Winter,2002,15,11,58,2086,840
USA,Winter,2006,32,9,11,2058,840
USA,Winter,2010,22,12,63,2107,840
USA,Winter,2014,24,10,30,2078,840
UZB,Summer,1996,1,0,1,1998,860
UZB,Summer,2000,2,1,1,2004,860
UZB,Summer,2004,2,2,1,2009,860
UZB,Summer,2008,3,1,2,2014,860
UZB,Summer,2012,2,1,0,2015,860
UZB,Summer,2016,7,4,2,2029,860
UZB,Winter,1994,0,1,0,1995,860
VEN,Summer,1952,1,0,0,1953,862
VEN,Summer,1960,1,0,0,1961,862
VEN,Summer,1968,0,1,0,1969,862
VEN,Summer,1976,0,0,1,1977,862
VEN,Summer,1980,0,0,1,1981,862
VEN,Summer,1984,3,0,0,1987,862
VEN,Summer,2004,2,0,0,2006,862
VEN,Summer,2008,1,0,0,2009,862
VEN,Summer,2012,0,1,0,2013,862
VEN,Summer,2016,2,0,1,2019,862
VIE,Summer,2000,0,0,1,2001,0
VIE,Summer,2008,0,0,1,2009,0
VIE,Summer,2016,0,1,1,2018,0
WIF,Summer,1960,5,0,0,1965,0
YUG,Summer,1924,0,2,0,1926,0
YUG,Summer,1928,10,1,1,1940,0
YUG,Summer,1936,0,0,1,1937,0
YUG,Summer,1948,0,0,16,1964,0
YUG,Summer,1952,0,4,20,1976,0
YUG,Summer,1956,0,0,23,1979,0
YUG,Summer,1960,0,16,1,1977,0
YUG,Summer,1964,2,2,11,1979,0
YUG,Summer,1968,2,13,14,1997,0
YUG,Summer,1972,2,15,1,1990,0
YUG,Summer,1976,3,2,14,1995,0
YUG,Summer,1980,17,13,27,2037,0
YUG,Summer,1984,35,47,5,2071,0
YUG,Summer,1988,21,15,27,2051,0
YUG,Winter,1984,0,0,1,1985,0
YUG,Winter,1988,1,0,5,1994,0
